BRAINMETA	RESPONSE_INHIBITION	DS000009	EXPLODE	task004_002_explode.nii.gz:000446.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000009	EXPLODE	task001_002_explode.nii.gz:000447.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000009	ACCEPT	task002_001_accept.nii.gz:000448.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000009	ALL	task002_004_all.nii.gz:000449.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000009	ACCEPT	task004_001_accept.nii.gz:000450.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000009	ACCEPT_VS_REJECT	task003_005_accept_vs_reject.nii.gz:000451.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000009	REJECT	task002_003_reject.nii.gz:000452.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000009	ACCEPT_VS_REJECT	task001_005_accept_vs_reject.nii.gz:000453.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000009	ACCEPT_VS_REJECT	task002_005_accept_vs_reject.nii.gz:000454.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000009	REJECT	task004_003_reject.nii.gz:000455.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000009	ALL	task001_004_all.nii.gz:000456.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000009	REJECT	task003_003_reject.nii.gz:000457.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000009	ACCEPT_VS_REJECT	task004_005_accept_vs_reject.nii.gz:000458.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000009	REJECT	task001_003_reject.nii.gz:000459.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000009	ALL	task003_004_all.nii.gz:000460.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000009	EXPLODE	task003_002_explode.nii.gz:000461.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000009	ALL	task004_004_all.nii.gz:000462.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000009	ACCEPT	task001_001_accept.nii.gz:000463.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000009	ACCEPT	task001_001_accept.nii.gz:000463.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000009	EXPLODE	task002_002_explode.nii.gz:000465.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000008	GO	task001_001_go.nii.gz:000143.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000008	SUCCESSFUL_STOP	task002_002_successful_stop.nii.gz:000144.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000008	UNSUCCESS_MINUS_SUCCESS_STOP	task001_006_unsucc_minus_succ_stop.nii.gz:000145.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000008	FAILED_STOP	task001_003_failed_stop.nii.gz:000146.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000008	SUCCESSFUL_STOP	task001_002_successful_stop.nii.gz:000147.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000008	GO	task002_001_go.nii.gz:000148.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000008	FAILED_STOP	task002_003_failed_stop.nii.gz:000149.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000008	UNSUCCESS_MINUS_SUCCESS_STOP	task002_006_unsucc_minus_succ_stop.nii.gz:000150.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000008	SUCCESS_MINUS_GO	task001_007_succstop_minus_go.nii.gz:000151.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000008	ALL	task001_005_all.nii.gz:000152.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000008	SUCCESS_MINUS_GO	task002_007_succstop_minus_go.nii.gz:000155.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000008	JUNK	task002_004_junk.nii.gz:000142.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000008	JUNK	task001_004_junk.nii.gz:000153.nii.gz
BRAINMETA	RESPONSE_INHIBITION	DS000008	ALL	task002_005_all.nii.gz:000154.nii.gz
BRAINMETA	RISK_SEEKING	DS000001	PUMPS_FIXED_REAL_RT	task001_003_pumps_fixed_real_RT.nii.gz:000116.nii.gz
BRAINMETA	RISK_SEEKING	DS000001	CASH_FIXED_REAL_RT	task001_006_cash_fixed_real_RT.nii.gz:000117.nii.gz
BRAINMETA	RISK_SEEKING	DS000001	CASH_FIXED	task001_004_cash_fixed.nii.gz:000118.nii.gz
BRAINMETA	RISK_SEEKING	DS000001	EXPLODE	task001_007_explode_fixed.nii.gz:000119.nii.gz
BRAINMETA	RISK_SEEKING	DS000001	PUMPS_FIXED	task001_001_pumps_fixed.nii.gz:000120.nii.gz
BRAINMETA	RISK_SEEKING	DS000001	CONTROL_PUMPS_FIXED_RT	task001_011_control_pumps_fixed_real_RT.nii.gz:000121.nii.gz
BRAINMETA	RISK_SEEKING	DS000001	PUMPS_DEMEAN	task001_002_pumps_demean.nii.gz:000122.nii.gz
BRAINMETA	RISK_SEEKING	DS000001	CONTROL_PUMPS_FIXED	task001_009_control_pumps_fixed.nii.gz:000123.nii.gz
BRAINMETA	RISK_SEEKING	DS000001	PUMPS_DEMEAN_MINUS_CTRL_DEMEAN	task001_017_pumps_demean_minus_ctrl_demean.nii.gz:000124.nii.gz
BRAINMETA	RISK_SEEKING	DS000001	CASH_DEMEAN	task001_005_cash_demean.nii.gz:000125.nii.gz
BRAINMETA	RISK_SEEKING	DS000001	CTRL_FIXED_MINUS_PUMPS_FIXED	task001_013_ctrl_fixed_minus_pumps_fixed.nii.gz:000126.nii.gz
BRAINMETA	RISK_SEEKING	DS000001	PUMPS_REAL_RT_MINUS_CTRL_REAL_RT	task001_015_pumps_realRT_minus_ctrl_realRT.nii.gz:000127.nii.gz
BRAINMETA	RISK_SEEKING	DS000001	ALL	task001_012_all.nii.gz:000129.nii.gz
BRAINMETA	RISK_SEEKING	DS000001	CTRL_PUMPS_DEMEAN	task001_010_control_pumps_demean.nii.gz:000130.nii.gz
BRAINMETA	RISK_SEEKING	DS000001	CTRL_REAL_RT_MINUS_PUMPS_REAL_RT	task001_016_ctrl_realRT_minus_pumps_realRT.nii.gz:000131.nii.gz
BRAINMETA	RISK_SEEKING	DS000001	PUMPS_FIXED_MINUS_CTRL_FIXED	task001_018_pumps_fixed_minus_ctrl_fixed.nii.gz:000132.nii.gz
BRAINMETA	RISK_SEEKING	DS000001	CTRL_DEMEAN_MINUS_PUMPS_DEMEAN	task001_014_ctrl_demean_minus_pumps_demean.nii.gz:000115.nii.gz
